sentence#,word,pos,tag
89.0,bake,VB,U-Action
89.0,until,IN,O
89.0,all,PDT,O
89.0,the,DT,O
89.0,water,NN,U-Ingredient
89.0,has,VBZ,O
89.0,evaporated,VBN,O
89.0,",",",",O
89.0,about,RB,O
89.0,3,CD,O
89.0,hours,NNS,O
89.0,.,.,O
90.0,Remove,VB,U-Action
90.0,from,IN,O
90.0,oven,NN,U-Utensil
90.0,",",",",O
90.0,cover,NN,U-Action
90.0,",",",",O
90.0,and,CC,O
90.0,let,VB,O
90.0,sit,VB,O
90.0,overnight,RB,O
90.0,.,.,O
91.0,Preheat,VB,U-Action
91.0,oven,NN,U-Utensil
91.0,to,IN,O
91.0,350,CD,O
91.0,degrees,NNS,O
91.0,F.,NN,O
92.0,Add,VB,U-Action
92.0,the,DT,O
92.0,next,JJ,O
92.0,5,CD,O
92.0,cups,NNS,O
92.0,of,IN,O
92.0,water,NN,I-Ingredient
92.0,",",",",O
92.0,and,CC,O
92.0,bake,VB,U-Action
92.0,until,IN,O
92.0,all,PDT,O
92.0,the,DT,O
92.0,water,NN,I-Ingredient
92.0,has,VBZ,O
92.0,evaporated,VBN,O
92.0,",",",",O
92.0,about,RB,O
92.0,3,CD,O
92.0,hours,NNS,O
92.0,.,.,O
93.0,Serving,VBG,O
93.0,suggestions,NNS,O
93.0,:,:,O
93.0,Challah,NN,B-Ingredient
93.0,bread,NN,L-Ingredient
93.0,",",",",O
93.0,steak,NN,U-Ingredient
93.0,",",",",O
93.0,hamburgers,NNS,U-Ingredient
93.0,.,.,O
94.0,Put,VB,U-Action
94.0,prepared,JJ,O
94.0,greens,NNS,O
94.0,in,IN,O
94.0,large,JJ,B-Utensil
94.0,pot,NN,L-Utensil
94.0,.,.,O
95.0,Add,VB,U-Action
95.0,water,NN,U-Ingredient
95.0,(,-LRB-,O
95.0,maybe,RB,O
95.0,a,DT,O
95.0,half,NN,O
95.0,of,IN,O
95.0,pot,NN,O
95.0,),-RRB-,O
95.0,.,.,O
96.0,Bring,VB,U-Action
96.0,to,IN,O
96.0,a,DT,O
96.0,boil,NN,U-Action
96.0,",",",",O
96.0,and,CC,O
96.0,boil,VB,U-Action
96.0,for,IN,O
96.0,one,CD,O
96.0,hour,NN,O
96.0,.,.,O
97.0,Add,VB,U-Action
97.0,sugar,NN,U-Ingredient
97.0,",",",",O
97.0,molasses,NN,U-Ingredient
97.0,",",",",O
97.0,hot,JJ,B-Ingredient
97.0,sauce,NN,L-Ingredient
97.0,",",",",O
97.0,whiskey,NN,U-Ingredient
97.0,",",",",O
97.0,and,CC,O
97.0,ham,NN,B-Ingredient
97.0,hock,NNP,L-Ingredient
97.0,.,.,O
98.0,Bring,VB,U-Action
98.0,to,IN,O
98.0,a,DT,O
98.0,boil,NN,U-Action
98.0,again,RB,O
98.0,",",",",O
98.0,and,CC,O
98.0,boil,VB,U-Action
98.0,for,IN,O
98.0,another,DT,O
98.0,hour,NN,O
98.0,.,.,O
99.0,Reduce,VB,U-Action
99.0,heat,NN,O
99.0,and,CC,O
99.0,simmer,VB,U-Action
99.0,for,IN,O
99.0,4,CD,O
99.0,-,SYM,O
99.0,6,CD,O
99.0,hours,NNS,O
99.0,.,.,O
100.0,During,IN,O
100.0,the,DT,O
100.0,last,JJ,O
100.0,hour,NN,O
100.0,of,IN,O
100.0,cooking,NN,O
100.0,",",",",O
100.0,add,VB,U-Action
100.0,a,DT,O
100.0,little,JJ,O
100.0,salt,NN,U-Ingredient
100.0,to,TO,O
100.0,taste,VB,O
100.0,.,.,O
101.0,Combine,VB,U-Action
101.0,herbs,NNS,O
101.0,.,.,O
102.0,Dosage,NN,O
102.0,:,:,O
102.0,One,CD,O
102.0,-,HYPH,O
102.0,half,NN,O
102.0,teaspoonful,NN,O
102.0,mixed,VBN,U-Action
102.0,in,IN,O
102.0,one,CD,O
102.0,-,HYPH,O
102.0,half,NN,O
102.0,glass,NN,O
102.0,of,IN,O
102.0,cold,JJ,O
102.0,water,NN,U-Ingredient
102.0,",",",",O
102.0,followed,VBN,O
102.0,by,IN,O
102.0,a,DT,O
102.0,glass,NN,O
102.0,of,IN,O
102.0,hot,JJ,O
102.0,water,NN,U-Ingredient
102.0,",",",",O
102.0,one,CD,O
102.0,hour,NN,O
102.0,before,IN,O
102.0,each,DT,O
102.0,meal,NN,O
102.0,and,CC,O
102.0,upon,IN,O
102.0,retiring,VBG,O
102.0,.,.,O
103.0,This,DT,O
103.0,can,MD,O
103.0,be,VB,O
103.0,put,VBN,O
103.0,in,IN,O
103.0,gelatin,NN,O
103.0,capsules,NNS,O
103.0,.,.,O
104.0,Two,CD,O
104.0,No,NN,O
104.0,.,.,O
105.0,00,NFP,O
105.0,capsules,NNS,O
105.0,would,MD,O
105.0,contain,VB,O
105.0,the,DT,O
105.0,required,VBN,O
105.0,amount,NN,O
105.0,for,IN,O
105.0,one,CD,O
105.0,dose,NN,O
105.0,.,.,O
106.0,More,JJR,O
106.0,can,MD,O
106.0,be,VB,O
106.0,taken,VBN,O
106.0,with,IN,O
106.0,beneficial,JJ,O
106.0,results,NNS,O
106.0,.,.,O
107.0,Dredge,VB,U-Action
107.0,pork,NN,B-Ingredient
107.0,chops,NNS,L-Ingredient
107.0,in,IN,O
107.0,mixture,NN,O
107.0,of,IN,O
107.0,flour,NN,U-Ingredient
107.0,",",",",O
107.0,salt,NN,U-Ingredient
107.0,",",",",O
107.0,dry,JJ,O
107.0,mustard,NN,U-Ingredient
107.0,and,CC,O
107.0,garlic,NN,U-Ingredient
107.0,powder,NN,O
107.0,.,.,O
108.0,Brown,JJ,O
108.0,in,IN,O
108.0,oil,NN,U-Ingredient
108.0,in,IN,O
108.0,a,DT,O
108.0,large,JJ,B-Utensil
108.0,skillet,NN,L-Utensil
108.0,.,.,O
109.0,Place,NNP,U-Action
109.0,browned,VBN,O
109.0,pork,NN,B-Ingredient
109.0,chops,NNS,L-Ingredient
109.0,in,IN,O
109.0,a,DT,O
109.0,crock,NN,B-Utensil
109.0,pot,NN,L-Utensil
109.0,.,.,O
110.0,Add,VB,U-Action
110.0,the,DT,O
110.0,can,NN,O
110.0,of,IN,O
110.0,soup,NN,U-Ingredient
110.0,",",",",O
110.0,undiluted,JJ,O
110.0,.,.,O
111.0,Cover,VB,U-Action
111.0,and,CC,O
111.0,cook,VB,U-Action
111.0,on,IN,O
111.0,low,NN,O
111.0,for,IN,O
111.0,6,CD,O
111.0,-,SYM,O
111.0,8,CD,O
111.0,hours,NNS,O
111.0,(,-LRB-,O
111.0,or,CC,O
111.0,high,JJ,O
111.0,for,IN,O
111.0,3,CD,O
111.0,1/2,CD,O
111.0,hours,NNS,O
111.0,),-RRB-,O
111.0,.,.,O
112.0,Drain,VB,U-Action
112.0,green,JJ,B-Ingredient
112.0,chiles,NNS,L-Ingredient
112.0,.,.,O
113.0,Sprinkle,VB,U-Action
113.0,cornstarch,NN,U-Ingredient
113.0,on,IN,O
113.0,sheet,NN,B-Utensil
113.0,pan,NNP,L-Utensil
113.0,.,.,O
114.0,Open,VB,U-Action
114.0,up,RP,O
114.0,chile,NN,U-Ingredient
114.0,and,CC,O
114.0,place,NN,U-Action
114.0,on,IN,O
114.0,egg,NN,B-Ingredient
114.0,roll,NN,I-Ingredient
114.0,wrapper,NN,L-Ingredient
114.0,with,IN,O
114.0,corner,NN,O
114.0,facing,VBG,O
114.0,you,PRP,O
114.0,.,.,O
115.0,Place,NN,U-Action
115.0,cheese,NN,B-Ingredient
115.0,stick,NN,L-Ingredient
115.0,on,IN,O
115.0,chile,NNP,U-Ingredient
115.0,and,CC,O
115.0,roll,VB,B-Action
115.0,up,RP,L-Action
115.0,",",",",O
115.0,tucking,VBG,U-Action
115.0,in,IN,O
115.0,corners,NNS,O
115.0,and,CC,O
115.0,moistening,VBG,U-Action
115.0,edges,NNS,O
115.0,to,TO,O
115.0,seal,VB,O
115.0,.,.,O
116.0,Toss,VB,U-Action
116.0,in,IN,O
116.0,cornstarch,NN,U-Ingredient
116.0,",",",",O
116.0,dusting,VBG,U-Action
116.0,liberally,RB,O
116.0,.,.,O
117.0,(,-LRB-,O
117.0,Can,MD,O
117.0,be,VB,O
117.0,made,VBN,O
117.0,up,RP,O
117.0,to,IN,O
117.0,this,DT,O
117.0,point,NN,O
117.0,a,DT,O
117.0,day,NN,O
117.0,ahead,RB,O
117.0,.,.,O
117.0,Leave,VB,U-Action
117.0,in,IN,O
117.0,cornstarch,NN,U-Ingredient
117.0,.,.,O
117.0,Cover,NN,U-Action
117.0,and,CC,O
117.0,refrigerate,VB,U-Action
117.0,.,.,O
117.0,),-RRB-,O
117.0,Shake,VB,U-Action
117.0,off,RP,O
117.0,excess,JJ,O
117.0,cornstarch,NN,U-Ingredient
117.0,and,CC,O
117.0,deep,JJ,O
117.0,fry,NN,U-Action
117.0,in,IN,O
117.0,350,CD,O
117.0,oil,NN,U-Ingredient
117.0,to,TO,O
117.0,cover,VB,U-Action
117.0,until,IN,O
117.0,lightly,RB,O
117.0,golden,JJ,O
117.0,and,CC,O
117.0,cheese,NN,U-Ingredient
117.0,just,RB,O
117.0,starts,VBZ,O
117.0,to,TO,O
117.0,ooze,VB,O
117.0,out,RP,O
117.0,.,.,O
118.0,Drain,VB,U-Action
118.0,on,IN,O
118.0,paper,NN,B-Utensil
118.0,towels,NNS,L-Utensil
118.0,and,CC,O
118.0,keep,VB,O
118.0,warm,JJ,O
118.0,in,IN,O
118.0,250,CD,O
118.0,oven,NN,U-Utensil
118.0,.,.,O
119.0,Serve,VB,U-Action
119.0,as,IN,O
119.0,a,DT,O
119.0,side,NN,O
119.0,dish,NN,O
119.0,or,CC,O
119.0,appetizer,NN,O
119.0,with,IN,O
119.0,your,PRP$,O
119.0,favorite,JJ,O
119.0,Mexican,JJ,O
119.0,meal,NN,O
119.0,.,.,O
120.0,Add,VB,U-Action
120.0,your,PRP$,O
120.0,favorite,JJ,O
120.0,condi-,NN,B-Ingredient
120.0,ments,NNS,L-Ingredient
120.0,/,SYM,O
120.0,sauces,NNS,U-Ingredient
120.0,.,.,O
121.0,Melt,VB,U-Action
121.0,butterscotch,NN,B-Ingredient
121.0,chips,NNS,L-Ingredient
121.0,in,IN,O
121.0,heavy,JJ,B-Utensil
121.0,saucepan,NN,L-Utensil
121.0,over,IN,O
121.0,low,JJ,O
121.0,heat,NN,O
121.0,.,.,O
122.0,Fold,VB,O
122.0,in,IN,O
122.0,peanuts,NNS,O
122.0,and,CC,O
122.0,chinese,JJ,O
122.0,noodles,NNS,O
122.0,until,IN,O
122.0,coated,VBN,O
122.0,.,.,O
123.0,Drop,VB,U-Action
123.0,by,IN,O
123.0,tablespoon,NN,U-Utensil
123.0,onto,IN,O
123.0,waxed,VBN,B-Utensil
123.0,paper,NN,L-Utensil
123.0,.,.,O
124.0,Let,VB,O
124.0,stand,VB,O
124.0,in,IN,O
124.0,cool,JJ,O
124.0,place,NN,O
124.0,until,IN,O
124.0,firm,NN,O
124.0,.,.,O
125.0,Brown,JJ,U-Action
125.0,ground,NN,B-Ingredient
125.0,meat,NN,L-Ingredient
125.0,and,CC,O
125.0,onion,NN,U-Ingredient
125.0,in,IN,O
125.0,a,DT,O
125.0,large,JJ,B-Utensil
125.0,pot,NN,L-Utensil
125.0,.,.,O
126.0,Add,VB,U-Action
126.0,1/4,CD,O
126.0,cup,NN,O
126.0,of,IN,O
126.0,soy,NN,B-Ingredient
126.0,sauce,NN,L-Ingredient
126.0,.,.,O
127.0,Thinly,RB,O
127.0,slice,VB,U-Action
127.0,the,DT,O
127.0,entire,JJ,O
127.0,bunch,NN,O
127.0,of,IN,O
127.0,celery,NN,U-Ingredient
127.0,",",",",O
127.0,including,VBG,O
127.0,the,DT,O
127.0,leaves,NNS,O
127.0,.,.,O
128.0,Add,VB,U-Action
128.0,beef,NN,B-Ingredient
128.0,broth,NN,L-Ingredient
128.0,and,CC,O
128.0,celery,NN,U-Ingredient
128.0,.,.,O
129.0,Bring,VB,U-Action
129.0,to,IN,O
129.0,a,DT,O
129.0,boil,NN,O
129.0,.,.,O
130.0,Reduce,VB,U-Action
130.0,heat,NN,O
130.0,and,CC,O
130.0,simmer,VB,U-Action
130.0,until,IN,O
130.0,celery,NN,U-Ingredient
130.0,is,VBZ,O
130.0,tender,JJ,O
130.0,.,.,O
131.0,Add,VB,U-Action
131.0,more,JJR,O
131.0,soy,NN,B-Ingredient
131.0,sauce,NN,L-Ingredient
131.0,if,IN,O
131.0,needed,VBN,O
131.0,",",",",O
131.0,to,TO,O
131.0,taste,VB,O
131.0,.,.,O
132.0,Serve,VB,U-Action
132.0,as,IN,O
132.0,an,DT,O
132.0,open,JJ,O
132.0,face,NN,O
132.0,sandwich,NN,O
132.0,over,IN,O
132.0,a,DT,O
132.0,hamburger,NN,B-Ingredient
132.0,bun,NN,L-Ingredient
132.0,.,.,O
133.0,Heat,VB,U-Action
133.0,the,DT,O
133.0,oil,NN,U-Ingredient
133.0,or,CC,O
133.0,margarine,NN,U-Ingredient
133.0,in,IN,O
133.0,a,DT,O
133.0,soup,NN,B-Utensil
133.0,pot,NN,L-Utensil
133.0,and,CC,O
133.0,add,VB,U-Action
133.0,the,DT,O
133.0,onion,NN,U-Ingredient
133.0,and,CC,O
133.0,garlic,NN,U-Ingredient
133.0,.,.,O
134.0,Saute,VB,U-Action
134.0,over,IN,O
134.0,medium,JJ,O
134.0,heat,NN,O
134.0,until,IN,O
134.0,the,DT,O
134.0,onion,NN,U-Ingredient
134.0,is,VBZ,O
134.0,golden,JJ,O
134.0,",",",",O
134.0,about,RB,O
134.0,10,CD,O
134.0,minutes,NNS,O
134.0,.,.,O
135.0,Add,VB,U-Action
135.0,the,DT,O
135.0,cauliflower,NN,U-Ingredient
135.0,",",",",O
135.0,potatoes,NNS,U-Ingredient
135.0,",",",",O
135.0,water,NN,U-Ingredient
135.0,(,-LRB-,O
135.0,with,IN,O
135.0,vegetable,JJ,O
135.0,bouillon,NN,B-Ingredient
135.0,cubes,NNS,L-Ingredient
135.0,already,RB,O
135.0,mixed,VBN,O
135.0,in,IN,O
135.0,),-RRB-,O
135.0,",",",",O
135.0,and,CC,O
135.0,seasonings,NNS,O
135.0,.,.,O
136.0,There,EX,O
136.0,should,MD,O
136.0,be,VB,O
136.0,enough,JJ,O
136.0,broth,NN,O
136.0,to,TO,O
136.0,cover,VB,O
136.0,all,DT,O
136.0,but,CC,O
136.0,about,IN,O
136.0,an,DT,O
136.0,inch,NN,O
136.0,of,IN,O
136.0,the,DT,O
136.0,veggies,NNS,O
136.0,.,.,O
137.0,Bring,VB,O
137.0,to,IN,O
137.0,a,DT,O
137.0,simmer,NN,O
137.0,",",",",O
137.0,then,RB,O
137.0,simmer,VB,O
137.0,gently,RB,O
137.0,covered,VBN,O
137.0,until,IN,O
137.0,the,DT,O
137.0,veggies,NNS,O
137.0,are,VBP,O
137.0,tender,JJ,O
137.0,",",",",O
137.0,about,RB,O
137.0,25,CD,O
137.0,minutes,NNS,O
137.0,.,.,O
138.0,Remove,VB,U-Action
138.0,from,IN,O
138.0,the,DT,O
138.0,heat,NN,O
138.0,Transfer,VB,U-Action
138.0,the,DT,O
138.0,vegetables,NNS,O
138.0,from,IN,O
138.0,the,DT,O
138.0,soup,NN,B-Utensil
138.0,pot,NN,L-Utensil
138.0,to,IN,O
138.0,a,DT,O
138.0,food,NN,B-Utensil
138.0,processor,NN,L-Utensil
138.0,or,CC,O
138.0,blender,NN,U-Utensil
138.0,and,CC,O
138.0,puree,NN,U-Action
138.0,in,IN,O
138.0,batches,NNS,O
138.0,until,IN,O
138.0,smooth,JJ,O
138.0,.,.,O
139.0,Puree,VB,U-Action
139.0,about,IN,O
139.0,half,NN,O
139.0,of,IN,O
139.0,the,DT,O
139.0,beans,NNS,U-Ingredient
139.0,with,IN,O
139.0,each,DT,O
139.0,of,IN,O
139.0,the,DT,O
139.0,two,CD,O
139.0,batches,NNS,O
139.0,of,IN,O
139.0,vegetables,NNS,O
139.0,.,.,O
140.0,Transfer,VB,U-Action
140.0,the,DT,O
140.0,puree,NN,O
140.0,back,RB,O
140.0,into,IN,O
140.0,the,DT,O
140.0,soup,NN,B-Utensil
140.0,pot,NN,L-Utensil
140.0,",",",",O
140.0,stirring,VBG,U-Action
140.0,it,PRP,O
140.0,back,RB,O
140.0,into,IN,O
140.0,whatever,WDT,O
140.0,liquid,NN,O
140.0,remained,VBD,O
140.0,.,.,O
141.0,Let,VB,O
141.0,the,DT,O
141.0,soup,NN,O
141.0,stand,NN,O
141.0,for,IN,O
141.0,1,CD,O
141.0,-,SYM,O
141.0,2,CD,O
141.0,hours,NNS,O
141.0,before,IN,O
141.0,serving,VBG,U-Action
141.0,",",",",O
141.0,then,RB,O
141.0,heat,VB,U-Action
141.0,through,RP,O
141.0,as,IN,O
141.0,needed,VBN,O
141.0,.,.,O
142.0,Ladle,VB,U-Action
142.0,into,IN,O
142.0,soup,NN,B-Utensil
142.0,bowls,NNS,L-Utensil
142.0,and,CC,O
142.0,garnish,VB,U-Action
142.0,the,DT,O
142.0,tops,NNS,O
142.0,with,IN,O
142.0,2,CD,O
142.0,-,SYM,O
142.0,3,CD,O
142.0,garnishes,NNS,O
142.0,.,.,O
143.0,Bring,VB,U-Action
143.0,water,NN,U-Ingredient
143.0,and,CC,O
143.0,salt,NN,U-Ingredient
143.0,to,IN,O
143.0,a,DT,O
143.0,boil,NN,U-Action
143.0,;,:,O
143.0,cut,VB,U-Action
143.0,the,DT,O
143.0,potatoes,NNS,U-Ingredient
143.0,in,IN,O
143.0,half,NN,O
143.0,lengthwise,RB,O
143.0,",",",",O
143.0,and,CC,O
143.0,then,RB,O
143.0,into,IN,O
143.0,1/2,CD,O
143.0,"""",``,O
143.0,thick,JJ,O
143.0,slices,NNS,O
143.0,;,:,O
143.0,boil,VB,U-Action
143.0,over,IN,O
143.0,medium,JJ,O
143.0,-,HYPH,O
143.0,high,JJ,O
143.0,heat,NN,O
143.0,for,IN,O
143.0,twenty,CD,O
143.0,minutes,NNS,O
143.0,.,.,O
144.0,Add,VB,U-Action
144.0,the,DT,O
144.0,spinach,NN,U-Ingredient
144.0,and,CC,O
144.0,boil,VB,U-Action
144.0,another,DT,O
144.0,10,CD,O
144.0,minutes,NNS,O
144.0,being,VBG,O
144.0,careful,JJ,O
144.0,to,TO,O
144.0,not,RB,O
144.0,overcook,VB,U-Action
144.0,in,IN,O
144.0,order,NN,O
144.0,to,TO,O
144.0,maintain,VB,O
144.0,it,PRP,O
144.0,'s,VBZ,O
144.0,bright,JJ,O
144.0,green,JJ,O
144.0,color,NN,O
144.0,.,.,O
145.0,Drain,NN,U-Action
145.0,",",",",O
145.0,reserving,VBG,O
145.0,1,CD,O
145.0,1/4,CD,O
145.0,cups,NNS,O
145.0,cooking,VBG,O
145.0,liquid,NN,O
145.0,;,:,O
145.0,in,IN,O
145.0,a,DT,O
145.0,food,NN,B-Utensil
145.0,processor,NN,L-Utensil
145.0,",",",",O
145.0,process,VB,U-Action
145.0,the,DT,O
145.0,potatoes,NNS,U-Ingredient
145.0,and,CC,O
145.0,spinach,NN,U-Ingredient
145.0,until,IN,O
145.0,very,RB,O
145.0,smooth,JJ,O
145.0,",",",",O
145.0,adding,VBG,U-Action
145.0,the,DT,O
145.0,butter,NN,O
145.0,1/2,CD,O
145.0,T,NN,O
145.0,at,IN,O
145.0,a,DT,O
145.0,time,NN,O
145.0,.,.,O
146.0,Return,VB,U-Action
146.0,the,DT,O
146.0,puree,NN,U-Ingredient
146.0,to,IN,O
146.0,the,DT,O
146.0,pot,NN,U-Utensil
146.0,and,CC,O
146.0,add,VB,U-Action
146.0,the,DT,O
146.0,reserved,JJ,O
146.0,liquid,NN,O
146.0,until,IN,O
146.0,the,DT,O
146.0,desired,VBN,O
146.0,consistency,NN,O
146.0,;,:,O
146.0,reheat,VB,U-Action
146.0,slowly,RB,O
146.0,and,CC,O
146.0,season,NN,U-Action
146.0,with,IN,O
146.0,salt,NN,U-Ingredient
146.0,and,CC,O
146.0,pepper,NN,U-Ingredient
146.0,;,:,O
146.0,ladle,VB,U-Action
146.0,into,IN,O
146.0,shallow,JJ,B-Utensil
146.0,soup,NN,I-Utensil
146.0,plates,NNS,L-Utensil
146.0,and,CC,O
146.0,garnish,VB,U-Action
146.0,with,IN,O
146.0,nutmeg,NN,U-Ingredient
146.0,or,CC,O
146.0,shaved,VBN,B-Ingredient
146.0,cheese,NN,L-Ingredient
146.0,.,.,O
147.0,In,IN,O
147.0,a,DT,O
147.0,3,CD,O
147.0,qt,NN,O
147.0,saucepan,NN,U-Utensil
147.0,over,IN,O
147.0,medium,JJ,O
147.0,high,JJ,O
147.0,heat,NN,O
147.0,",",",",O
147.0,saute,VB,U-Action
147.0,the,DT,O
147.0,onions,NNS,U-Ingredient
147.0,and,CC,O
147.0,scallions,NNS,U-Ingredient
147.0,in,IN,O
147.0,the,DT,O
147.0,apple,NN,B-Ingredient
147.0,juice,NN,L-Ingredient
147.0,and,CC,O
147.0,oil,NN,U-Ingredient
147.0,for,IN,O
147.0,5,CD,O
147.0,minutes,NNS,O
147.0,",",",",O
147.0,stirring,VBG,U-Action
147.0,frequently,RB,O
147.0,.,.,O
148.0,Add,VB,U-Action
148.0,the,DT,O
148.0,spinach,NN,U-Ingredient
148.0,",",",",O
148.0,parsley,NN,U-Ingredient
148.0,and,CC,O
148.0,celery,NN,U-Ingredient
148.0,.,.,O
149.0,Cook,VB,U-Action
149.0,for,IN,O
149.0,5,CD,O
149.0,-,SYM,O
149.0,7,CD,O
149.0,minutes,NNS,O
149.0,",",",",O
149.0,stirring,VBG,U-Action
149.0,occasionally,RB,O
149.0,Add,VB,U-Action
149.0,the,DT,O
149.0,broth,NN,U-Ingredient
149.0,",",",",O
149.0,oats,NN,U-Ingredient
149.0,",",",",O
149.0,salt,NN,U-Ingredient
149.0,",",",",O
149.0,thyme,NNS,U-Ingredient
149.0,and,CC,O
149.0,pepper,NN,U-Ingredient
149.0,.,.,O
150.0,Bring,VB,O
150.0,to,IN,O
150.0,a,DT,O
150.0,boil,NN,U-Action
150.0,",",",",O
150.0,then,RB,O
150.0,lower,VB,U-Action
150.0,the,DT,O
150.0,heat,NN,O
150.0,to,IN,O
150.0,medium,NN,O
150.0,.,.,O
151.0,cover,VB,U-Action
151.0,and,CC,O
151.0,simmer,VB,O
151.0,for,IN,O
151.0,20,CD,O
151.0,minutes,NNS,O
151.0,.,.,O
152.0,Remove,VB,U-Action
152.0,from,IN,O
152.0,the,DT,O
152.0,heat,NN,O
152.0,.,.,O
153.0,Let,VB,O
153.0,the,DT,O
153.0,soup,NN,U-Ingredient
153.0,cool,JJ,O
153.0,for,IN,O
153.0,10,CD,O
153.0,minutes,NNS,O
153.0,.,.,O
154.0,Working,VBG,O
154.0,in,IN,O
154.0,batches,NNS,O
154.0,",",",",O
154.0,puree,VB,U-Action
154.0,in,IN,O
154.0,a,DT,O
154.0,blender,NN,U-Utensil
154.0,until,IN,O
154.0,thick,JJ,O
154.0,and,CC,O
154.0,smooth,JJ,O
154.0,.,.,O
155.0,Return,VB,U-Action
155.0,to,IN,O
155.0,the,DT,O
155.0,pot,NN,U-Utensil
155.0,.,.,O
156.0,Reheat,VB,U-Action
156.0,and,CC,O
156.0,serve,VB,U-Action
156.0,.,.,O
157.0,Combine,VB,U-Action
157.0,soup,NN,U-Ingredient
157.0,",",",",O
157.0,egg,NN,U-Ingredient
157.0,and,CC,O
157.0,seasoned,JJ,B-Ingredient
157.0,salt,NN,L-Ingredient
157.0,in,IN,O
157.0,a,DT,O
157.0,bowl,NN,U-Utensil
157.0,and,CC,O
157.0,set,VBN,O
157.0,aside,RB,O
157.0,(,-LRB-,O
157.0,soup,NN,O
157.0,is,VBZ,O
157.0,already,RB,O
157.0,salted,VBN,O
157.0,so,RB,O
157.0,be,VB,O
157.0,careful,JJ,O
157.0,on,IN,O
157.0,amount,NN,O
157.0,of,IN,O
157.0,seasoned,JJ,B-Ingredient
157.0,salt,NN,L-Ingredient
157.0,you,PRP,O
157.0,add,VBP,O
157.0,),-RRB-,O
157.0,.,.,O
158.0,Mix,VB,U-Action
158.0,together,RB,O
158.0,flour,NN,U-Ingredient
158.0,",",",",O
158.0,cornstarch,NN,U-Ingredient
158.0,",",",",O
158.0,garlic,NN,B-Ingredient
158.0,powder,NN,L-Ingredient
158.0,",",",",O
158.0,paprika,NN,U-Ingredient
158.0,",",",",O
158.0,salt,NN,U-Ingredient
158.0,and,CC,O
158.0,pepper,NN,U-Ingredient
158.0,in,IN,O
158.0,a,DT,O
158.0,resealable,JJ,B-Utensil
158.0,plastic,NN,I-Utensil
158.0,bag,NN,L-Utensil
158.0,.,.,O
159.0,Dip,JJ,U-Action
159.0,chicken,NN,U-Ingredient
159.0,pieces,NNS,O
159.0,into,IN,O
159.0,soup,NN,O
159.0,mixture,NN,O
159.0,and,CC,O
159.0,turn,VB,U-Action
159.0,so,IN,O
159.0,as,IN,O
159.0,to,TO,O
159.0,coat,VB,O
159.0,all,RB,O
159.0,over,RB,O
159.0,.,.,O
160.0,Place,NN,U-Action
160.0,chicken,NN,U-Ingredient
160.0,pieces,NNS,O
160.0,(,-LRB-,O
160.0,one,CD,O
160.0,at,IN,O
160.0,a,DT,O
160.0,time,NN,O
160.0,),-RRB-,O
160.0,in,IN,O
160.0,bag,NN,U-Utensil
160.0,with,IN,O
160.0,flour,NN,U-Ingredient
160.0,mixture,NN,O
160.0,",",",",O
160.0,seal,NN,U-Action
160.0,bag,NN,U-Utensil
160.0,and,CC,O
160.0,shake,VB,U-Action
160.0,to,IN,O
160.0,coat,NN,O
160.0,chicken,NNP,U-Ingredient
160.0,(,-LRB-,O
160.0,if,IN,O
160.0,more,JJR,O
160.0,flour,NN,U-Ingredient
160.0,mixture,NN,O
160.0,is,VBZ,O
160.0,needed,VBN,O
160.0,",",",",O
160.0,add,VB,U-Action
160.0,equal,JJ,O
160.0,amounts,NNS,O
160.0,of,IN,O
160.0,flour,NN,U-Ingredient
160.0,and,CC,O
160.0,cornstarch,NN,U-Ingredient
160.0,to,IN,O
160.0,bag,NN,U-Utensil
160.0,),-RRB-,O
160.0,.,.,O
161.0,Place,NNP,U-Action
161.0,coated,JJ,O
161.0,pieces,NNS,O
161.0,of,IN,O
161.0,chicken,NN,U-Ingredient
161.0,on,IN,O
161.0,a,DT,O
161.0,platter,NN,O
161.0,and,CC,O
161.0,allow,VB,O
161.0,to,TO,O
161.0,set,VB,O
161.0,until,IN,O
161.0,the,DT,O
161.0,coating,NN,O
161.0,becomes,VBZ,O
161.0,doughy,JJ,O
161.0,(,-LRB-,O
161.0,this,DT,O
161.0,is,VBZ,O
161.0,critical,JJ,O
161.0,to,TO,O
161.0,ensure,VB,O
161.0,crispiness,NN,O
161.0,when,WRB,O
161.0,fried,VBN,O
161.0,),-RRB-,O
161.0,.,.,O
162.0,Heat,NN,U-Action
162.0,oil,NN,U-Ingredient
162.0,in,IN,O
162.0,a,DT,O
162.0,deep,JJ,B-Utensil
162.0,fryer,NN,L-Utensil
162.0,or,CC,O
162.0,in,IN,O
162.0,a,DT,O
162.0,skillet,NN,U-Utensil
162.0,over,IN,O
162.0,medium,JJ,O
162.0,heat,NN,O
162.0,",",",",O
162.0,using,VBG,O
162.0,enough,JJ,O
162.0,oil,NN,U-Ingredient
162.0,to,TO,O
162.0,cover,VB,O
162.0,chicken,NN,U-Ingredient
162.0,pieces,NNS,O
162.0,when,WRB,O
162.0,fried,VBN,O
162.0,(,-LRB-,O
162.0,you,PRP,O
162.0,can,MD,O
162.0,test,VB,O
162.0,oil,NN,U-Ingredient
162.0,in,IN,O
162.0,skillet,NN,U-Utensil
162.0,by,IN,O
162.0,dropping,VBG,U-Action
