,sentence#,word,pos,tag
919,76.0,cranberry,NN,U-Ingredient
920,76.0,sauce,NN,O
921,76.0,.,.,O
922,77.0,Stir,VB,U-Action
923,77.0,in,IN,O
924,77.0,sour,JJ,B-Ingredient
925,77.0,cream,NN,L-Ingredient
926,77.0,and,CC,O
927,77.0,horseradish,NN,U-Ingredient
928,77.0,until,IN,O
929,77.0,well,RB,O
930,77.0,blended,VBN,O
931,77.0,.,.,O
932,78.0,Crush,VB,U-Action
933,78.0,vanilla,NN,B-Ingredient
934,78.0,wafers,NNS,L-Ingredient
935,78.0,into,IN,O
936,78.0,fine,JJ,O
937,78.0,crumbs,NNS,O
938,78.0,and,CC,O
939,78.0,line,VB,O
940,78.0,a,DT,O
941,78.0,square,JJ,O
942,78.0,8,CD,O
943,78.0,"""",``,O
944,78.0,x8,NNP,O
945,78.0,"""",'',O
946,78.0,pan,NN,U-Utensil
947,78.0,.,.,O
948,79.0,Mix,NN,U-Action
949,79.0,butter,NN,U-Ingredient
950,79.0,or,CC,O
951,79.0,margarine,NN,U-Ingredient
952,79.0,and,CC,O
953,79.0,sugar,NN,U-Ingredient
954,79.0,;,:,O
955,79.0,add,VB,U-Action
956,79.0,beaten,VBN,O
957,79.0,eggs,NNS,U-Ingredient
958,79.0,.,.,O
959,80.0,Spread,VB,U-Action
960,80.0,the,DT,O
961,80.0,mixture,NN,U-Ingredient
962,80.0,over,IN,O
963,80.0,the,DT,O
964,80.0,wafer,NN,B-Ingredient
965,80.0,crumbs,NNS,L-Ingredient
966,80.0,.,.,O
967,81.0,Crush,NN,U-Action
968,81.0,strawberries,NNS,U-Ingredient
969,81.0,and,CC,O
970,81.0,spread,VB,U-Action
971,81.0,over,IN,O
972,81.0,sugar,NN,U-Ingredient
973,81.0,",",",",O
974,81.0,egg,NN,U-Ingredient
975,81.0,",",",",O
976,81.0,and,CC,O
977,81.0,butter,NN,U-Ingredient
978,81.0,mixture,NN,O
979,81.0,.,.,O
980,82.0,Cover,NN,U-Action
981,82.0,strawberries,NNS,U-Ingredient
982,82.0,with,IN,O
983,82.0,whipped,VBN,B-Ingredient
984,82.0,cream,NN,L-Ingredient
985,82.0,.,.,O
986,83.0,Sprinkle,VB,U-Action
987,83.0,with,IN,O
988,83.0,chopped,VBN,B-Ingredient
989,83.0,nuts,NNS,L-Ingredient
990,83.0,.,.,O
991,84.0,Chill,VB,U-Action
992,84.0,24,CD,O
993,84.0,hours,NNS,O
994,84.0,.,.,O
995,85.0,In,IN,O
996,85.0,a,DT,O
997,85.0,very,RB,B-Utensil
998,85.0,large,JJ,I-Utensil
999,85.0,sauce,NN,I-Utensil
1000,85.0,pan,NN,L-Utensil
1001,85.0,cover,VB,O
1002,85.0,the,DT,O
1003,85.0,beans,NNS,U-Ingredient
1004,85.0,and,CC,O
1005,85.0,bouillon,NN,B-Ingredient
1006,85.0,cubes,NNS,L-Ingredient
1007,85.0,in,IN,O
1008,85.0,3,CD,O
1009,85.0,inches,NNS,O
1010,85.0,of,IN,O
1011,85.0,water,NN,O
1012,85.0,.,.,O
1013,86.0,Bring,VB,U-Action
1014,86.0,to,IN,O
1015,86.0,a,DT,O
1016,86.0,boil,NN,U-Action
1017,86.0,",",",",O
1018,86.0,cover,NN,U-Action
1019,86.0,",",",",O
1020,86.0,and,CC,O
1021,86.0,let,VB,O
1022,86.0,sit,VB,O
1023,86.0,for,IN,O
1024,86.0,1,CD,O
1025,86.0,1/2,CD,O
1026,86.0,hours,NNS,O
1027,86.0,.,.,O
1028,87.0,Preheat,VB,U-Action
1029,87.0,oven,NN,U-Utensil
1030,87.0,to,IN,O
1031,87.0,350,CD,O
1032,87.0,degrees,NNS,O
1033,87.0,F.,NN,O
1034,88.0,Drain,VB,U-Action
1035,88.0,and,CC,O
1036,88.0,pour,VB,U-Action
1037,88.0,beans,NNS,U-Ingredient
1038,88.0,into,IN,O
1039,88.0,a,DT,O
1040,88.0,9'x11,CD,O
1041,88.0,',``,O
1042,88.0,pan,NN,U-Utensil
1043,88.0,.,.,O
1044,89.0,Add,VB,U-Action
1045,89.0,the,DT,O
1046,89.0,rest,NN,O
1047,89.0,over,IN,O
1048,89.0,the,DT,O
1049,89.0,ingredients,NNS,O
1050,89.0,",",",",O
1051,89.0,stir,VB,U-Action
1052,89.0,",",",",O
1053,89.0,and,CC,O
1054,89.0,bake,VB,U-Action
1055,89.0,until,IN,O
1056,89.0,all,PDT,O
1057,89.0,the,DT,O
1058,89.0,water,NN,U-Ingredient
1059,89.0,has,VBZ,O
1060,89.0,evaporated,VBN,O
1061,89.0,",",",",O
1062,89.0,about,RB,O
1063,89.0,3,CD,O
1064,89.0,hours,NNS,O
1065,89.0,.,.,O
1066,90.0,Remove,VB,U-Action
1067,90.0,from,IN,O
1068,90.0,oven,NN,U-Utensil
1069,90.0,",",",",O
1070,90.0,cover,NN,U-Action
1071,90.0,",",",",O
1072,90.0,and,CC,O
1073,90.0,let,VB,O
1074,90.0,sit,VB,O
1075,90.0,overnight,RB,O
1076,90.0,.,.,O
1077,91.0,Preheat,VB,U-Action
1078,91.0,oven,NN,U-Utensil
1079,91.0,to,IN,O
1080,91.0,350,CD,O
1081,91.0,degrees,NNS,O
1082,91.0,F.,NN,O
1083,92.0,Add,VB,U-Action
1084,92.0,the,DT,O
1085,92.0,next,JJ,O
1086,92.0,5,CD,O
1087,92.0,cups,NNS,O
1088,92.0,of,IN,O
1089,92.0,water,NN,I-Ingredient
1090,92.0,",",",",O
1091,92.0,and,CC,O
1092,92.0,bake,VB,U-Action
1093,92.0,until,IN,O
1094,92.0,all,PDT,O
1095,92.0,the,DT,O
1096,92.0,water,NN,I-Ingredient
1097,92.0,has,VBZ,O
1098,92.0,evaporated,VBN,O
1099,92.0,",",",",O
1100,92.0,about,RB,O
1101,92.0,3,CD,O
1102,92.0,hours,NNS,O
1103,92.0,.,.,O
1104,93.0,Serving,VBG,O
1105,93.0,suggestions,NNS,O
1106,93.0,:,:,O
1107,93.0,Challah,NN,B-Ingredient
1108,93.0,bread,NN,L-Ingredient
1109,93.0,",",",",O
1110,93.0,steak,NN,U-Ingredient
1111,93.0,",",",",O
1112,93.0,hamburgers,NNS,U-Ingredient
1113,93.0,.,.,O
1114,94.0,Put,VB,U-Action
1115,94.0,prepared,JJ,O
1116,94.0,greens,NNS,O
1117,94.0,in,IN,O
1118,94.0,large,JJ,B-Utensil
1119,94.0,pot,NN,L-Utensil
1120,94.0,.,.,O
1121,95.0,Add,VB,U-Action
1122,95.0,water,NN,U-Ingredient
1123,95.0,(,-LRB-,O
1124,95.0,maybe,RB,O
1125,95.0,a,DT,O
1126,95.0,half,NN,O
1127,95.0,of,IN,O
1128,95.0,pot,NN,O
1129,95.0,),-RRB-,O
1130,95.0,.,.,O
1131,96.0,Bring,VB,U-Action
1132,96.0,to,IN,O
1133,96.0,a,DT,O
1134,96.0,boil,NN,U-Action
1135,96.0,",",",",O
1136,96.0,and,CC,O
1137,96.0,boil,VB,U-Action
1138,96.0,for,IN,O
1139,96.0,one,CD,O
1140,96.0,hour,NN,O
1141,96.0,.,.,O
1142,97.0,Add,VB,U-Action
1143,97.0,sugar,NN,U-Ingredient
1144,97.0,",",",",O
1145,97.0,molasses,NN,U-Ingredient
1146,97.0,",",",",O
1147,97.0,hot,JJ,B-Ingredient
1148,97.0,sauce,NN,L-Ingredient
1149,97.0,",",",",O
1150,97.0,whiskey,NN,U-Ingredient
1151,97.0,",",",",O
1152,97.0,and,CC,O
1153,97.0,ham,NN,B-Ingredient
1154,97.0,hock,NNP,L-Ingredient
1155,97.0,.,.,O
1156,98.0,Bring,VB,U-Action
1157,98.0,to,IN,O
1158,98.0,a,DT,O
1159,98.0,boil,NN,U-Action
1160,98.0,again,RB,O
1161,98.0,",",",",O
1162,98.0,and,CC,O
1163,98.0,boil,VB,U-Action
1164,98.0,for,IN,O
1165,98.0,another,DT,O
1166,98.0,hour,NN,O
1167,98.0,.,.,O
1168,99.0,Reduce,VB,U-Action
1169,99.0,heat,NN,O
1170,99.0,and,CC,O
1171,99.0,simmer,VB,U-Action
1172,99.0,for,IN,O
1173,99.0,4,CD,O
1174,99.0,-,SYM,O
1175,99.0,6,CD,O
1176,99.0,hours,NNS,O
1177,99.0,.,.,O
1178,100.0,During,IN,O
1179,100.0,the,DT,O
1180,100.0,last,JJ,O
1181,100.0,hour,NN,O
1182,100.0,of,IN,O
1183,100.0,cooking,NN,O
1184,100.0,",",",",O
1185,100.0,add,VB,U-Action
1186,100.0,a,DT,O
1187,100.0,little,JJ,O
1188,100.0,salt,NN,U-Ingredient
1189,100.0,to,TO,O
1190,100.0,taste,VB,O
1191,100.0,.,.,O
1192,101.0,Combine,VB,U-Action
1193,101.0,herbs,NNS,O
1194,101.0,.,.,O
1195,102.0,Dosage,NN,O
1196,102.0,:,:,O
1197,102.0,One,CD,O
1198,102.0,-,HYPH,O
1199,102.0,half,NN,O
1200,102.0,teaspoonful,NN,O
1201,102.0,mixed,VBN,U-Action
1202,102.0,in,IN,O
1203,102.0,one,CD,O
1204,102.0,-,HYPH,O
1205,102.0,half,NN,O
1206,102.0,glass,NN,O
1207,102.0,of,IN,O
1208,102.0,cold,JJ,O
1209,102.0,water,NN,U-Ingredient
1210,102.0,",",",",O
1211,102.0,followed,VBN,O
1212,102.0,by,IN,O
1213,102.0,a,DT,O
1214,102.0,glass,NN,O
1215,102.0,of,IN,O
1216,102.0,hot,JJ,O
1217,102.0,water,NN,U-Ingredient
1218,102.0,",",",",O
1219,102.0,one,CD,O
1220,102.0,hour,NN,O
1221,102.0,before,IN,O
1222,102.0,each,DT,O
1223,102.0,meal,NN,O
1224,102.0,and,CC,O
1225,102.0,upon,IN,O
1226,102.0,retiring,VBG,O
1227,102.0,.,.,O
1228,103.0,This,DT,O
1229,103.0,can,MD,O
1230,103.0,be,VB,O
1231,103.0,put,VBN,O
1232,103.0,in,IN,O
1233,103.0,gelatin,NN,O
1234,103.0,capsules,NNS,O
1235,103.0,.,.,O
1236,104.0,Two,CD,O
1237,104.0,No,NN,O
1238,104.0,.,.,O
1239,105.0,00,NFP,O
1240,105.0,capsules,NNS,O
1241,105.0,would,MD,O
1242,105.0,contain,VB,O
1243,105.0,the,DT,O
1244,105.0,required,VBN,O
1245,105.0,amount,NN,O
1246,105.0,for,IN,O
1247,105.0,one,CD,O
1248,105.0,dose,NN,O
1249,105.0,.,.,O
1250,106.0,More,JJR,O
1251,106.0,can,MD,O
1252,106.0,be,VB,O
1253,106.0,taken,VBN,O
1254,106.0,with,IN,O
1255,106.0,beneficial,JJ,O
1256,106.0,results,NNS,O
1257,106.0,.,.,O
1258,107.0,Dredge,VB,U-Action
1259,107.0,pork,NN,B-Ingredient
1260,107.0,chops,NNS,L-Ingredient
1261,107.0,in,IN,O
1262,107.0,mixture,NN,O
1263,107.0,of,IN,O
1264,107.0,flour,NN,U-Ingredient
1265,107.0,",",",",O
1266,107.0,salt,NN,U-Ingredient
1267,107.0,",",",",O
1268,107.0,dry,JJ,O
1269,107.0,mustard,NN,U-Ingredient
1270,107.0,and,CC,O
1271,107.0,garlic,NN,U-Ingredient
1272,107.0,powder,NN,O
1273,107.0,.,.,O
1274,108.0,Brown,JJ,O
1275,108.0,in,IN,O
1276,108.0,oil,NN,U-Ingredient
1277,108.0,in,IN,O
1278,108.0,a,DT,O
1279,108.0,large,JJ,B-Utensil
1280,108.0,skillet,NN,L-Utensil
1281,108.0,.,.,O
1282,109.0,Place,NNP,U-Action
1283,109.0,browned,VBN,O
1284,109.0,pork,NN,B-Ingredient
1285,109.0,chops,NNS,L-Ingredient
1286,109.0,in,IN,O
1287,109.0,a,DT,O
1288,109.0,crock,NN,B-Utensil
1289,109.0,pot,NN,L-Utensil
1290,109.0,.,.,O
1291,110.0,Add,VB,U-Action
1292,110.0,the,DT,O
1293,110.0,can,NN,O
1294,110.0,of,IN,O
1295,110.0,soup,NN,U-Ingredient
1296,110.0,",",",",O
1297,110.0,undiluted,JJ,O
1298,110.0,.,.,O
1299,111.0,Cover,VB,U-Action
1300,111.0,and,CC,O
1301,111.0,cook,VB,U-Action
1302,111.0,on,IN,O
1303,111.0,low,NN,O
1304,111.0,for,IN,O
1305,111.0,6,CD,O
1306,111.0,-,SYM,O
1307,111.0,8,CD,O
1308,111.0,hours,NNS,O
1309,111.0,(,-LRB-,O
1310,111.0,or,CC,O
1311,111.0,high,JJ,O
1312,111.0,for,IN,O
1313,111.0,3,CD,O
1314,111.0,1/2,CD,O
1315,111.0,hours,NNS,O
1316,111.0,),-RRB-,O
1317,111.0,.,.,O
1318,112.0,Drain,VB,U-Action
1319,112.0,green,JJ,B-Ingredient
1320,112.0,chiles,NNS,L-Ingredient
1321,112.0,.,.,O
1322,113.0,Sprinkle,VB,U-Action
1323,113.0,cornstarch,NN,U-Ingredient
1324,113.0,on,IN,O
1325,113.0,sheet,NN,B-Utensil
1326,113.0,pan,NNP,L-Utensil
1327,113.0,.,.,O
1328,114.0,Open,VB,U-Action
1329,114.0,up,RP,O
1330,114.0,chile,NN,U-Ingredient
1331,114.0,and,CC,O
1332,114.0,place,NN,U-Action
1333,114.0,on,IN,O
1334,114.0,egg,NN,B-Ingredient
1335,114.0,roll,NN,I-Ingredient
1336,114.0,wrapper,NN,L-Ingredient
1337,114.0,with,IN,O
1338,114.0,corner,NN,O
1339,114.0,facing,VBG,O
1340,114.0,you,PRP,O
1341,114.0,.,.,O
1342,115.0,Place,NN,U-Action
1343,115.0,cheese,NN,B-Ingredient
1344,115.0,stick,NN,L-Ingredient
1345,115.0,on,IN,O
1346,115.0,chile,NNP,U-Ingredient
1347,115.0,and,CC,O
1348,115.0,roll,VB,B-Action
1349,115.0,up,RP,L-Action
1350,115.0,",",",",O
1351,115.0,tucking,VBG,U-Action
1352,115.0,in,IN,O
1353,115.0,corners,NNS,O
1354,115.0,and,CC,O
1355,115.0,moistening,VBG,U-Action
1356,115.0,edges,NNS,O
1357,115.0,to,TO,O
1358,115.0,seal,VB,O
1359,115.0,.,.,O
1360,116.0,Toss,VB,U-Action
1361,116.0,in,IN,O
1362,116.0,cornstarch,NN,U-Ingredient
1363,116.0,",",",",O
1364,116.0,dusting,VBG,U-Action
1365,116.0,liberally,RB,O
1366,116.0,.,.,O
1367,117.0,(,-LRB-,O
1368,117.0,Can,MD,O
1369,117.0,be,VB,O
1370,117.0,made,VBN,O
1371,117.0,up,RP,O
1372,117.0,to,IN,O
1373,117.0,this,DT,O
1374,117.0,point,NN,O
1375,117.0,a,DT,O
1376,117.0,day,NN,O
1377,117.0,ahead,RB,O
1378,117.0,.,.,O
1379,117.0,Leave,VB,U-Action
1380,117.0,in,IN,O
1381,117.0,cornstarch,NN,U-Ingredient
1382,117.0,.,.,O
1383,117.0,Cover,NN,U-Action
1384,117.0,and,CC,O
1385,117.0,refrigerate,VB,U-Action
1386,117.0,.,.,O
1387,117.0,),-RRB-,O
1388,117.0,Shake,VB,U-Action
1389,117.0,off,RP,O
1390,117.0,excess,JJ,O
1391,117.0,cornstarch,NN,U-Ingredient
1392,117.0,and,CC,O
1393,117.0,deep,JJ,O
1394,117.0,fry,NN,U-Action
1395,117.0,in,IN,O
1396,117.0,350,CD,O
1397,117.0,oil,NN,U-Ingredient
1398,117.0,to,TO,O
1399,117.0,cover,VB,U-Action
1400,117.0,until,IN,O
1401,117.0,lightly,RB,O
1402,117.0,golden,JJ,O
1403,117.0,and,CC,O
1404,117.0,cheese,NN,U-Ingredient
1405,117.0,just,RB,O
1406,117.0,starts,VBZ,O
1407,117.0,to,TO,O
1408,117.0,ooze,VB,O
1409,117.0,out,RP,O
1410,117.0,.,.,O
1411,118.0,Drain,VB,U-Action
1412,118.0,on,IN,O
1413,118.0,paper,NN,B-Utensil
1414,118.0,towels,NNS,L-Utensil
1415,118.0,and,CC,O
1416,118.0,keep,VB,O
1417,118.0,warm,JJ,O
1418,118.0,in,IN,O
1419,118.0,250,CD,O
1420,118.0,oven,NN,U-Utensil
1421,118.0,.,.,O
1422,119.0,Serve,VB,U-Action
1423,119.0,as,IN,O
1424,119.0,a,DT,O
1425,119.0,side,NN,O
1426,119.0,dish,NN,O
1427,119.0,or,CC,O
1428,119.0,appetizer,NN,O
1429,119.0,with,IN,O
1430,119.0,your,PRP$,O
1431,119.0,favorite,JJ,O
1432,119.0,Mexican,JJ,O
1433,119.0,meal,NN,O
1434,119.0,.,.,O
1435,120.0,Add,VB,U-Action
1436,120.0,your,PRP$,O
1437,120.0,favorite,JJ,O
1438,120.0,condi-,NN,B-Ingredient
1439,120.0,ments,NNS,L-Ingredient
1440,120.0,/,SYM,O
1441,120.0,sauces,NNS,U-Ingredient
1442,120.0,.,.,O
1443,121.0,Melt,VB,U-Action
1444,121.0,butterscotch,NN,B-Ingredient
1445,121.0,chips,NNS,L-Ingredient
1446,121.0,in,IN,O
1447,121.0,heavy,JJ,B-Utensil
1448,121.0,saucepan,NN,L-Utensil
1449,121.0,over,IN,O
1450,121.0,low,JJ,O
1451,121.0,heat,NN,O
1452,121.0,.,.,O
1453,122.0,Fold,VB,O
1454,122.0,in,IN,O
1455,122.0,peanuts,NNS,O
1456,122.0,and,CC,O
1457,122.0,chinese,JJ,O
1458,122.0,noodles,NNS,O
1459,122.0,until,IN,O
1460,122.0,coated,VBN,O
1461,122.0,.,.,O
1462,123.0,Drop,VB,U-Action
1463,123.0,by,IN,O
1464,123.0,tablespoon,NN,U-Utensil
1465,123.0,onto,IN,O
1466,123.0,waxed,VBN,B-Utensil
1467,123.0,paper,NN,L-Utensil
1468,123.0,.,.,O
1469,124.0,Let,VB,O
1470,124.0,stand,VB,O
1471,124.0,in,IN,O
1472,124.0,cool,JJ,O
1473,124.0,place,NN,O
1474,124.0,until,IN,O
1475,124.0,firm,NN,O
1476,124.0,.,.,O
1477,125.0,Brown,JJ,U-Action
1478,125.0,ground,NN,B-Ingredient
1479,125.0,meat,NN,L-Ingredient
1480,125.0,and,CC,O
1481,125.0,onion,NN,U-Ingredient
1482,125.0,in,IN,O
1483,125.0,a,DT,O
1484,125.0,large,JJ,B-Utensil
1485,125.0,pot,NN,L-Utensil
1486,125.0,.,.,O
1487,126.0,Add,VB,U-Action
1488,126.0,1/4,CD,O
1489,126.0,cup,NN,O
1490,126.0,of,IN,O
1491,126.0,soy,NN,B-Ingredient
1492,126.0,sauce,NN,L-Ingredient
1493,126.0,.,.,O
1494,127.0,Thinly,RB,O
1495,127.0,slice,VB,U-Action
1496,127.0,the,DT,O
1497,127.0,entire,JJ,O
1498,127.0,bunch,NN,O
1499,127.0,of,IN,O
1500,127.0,celery,NN,U-Ingredient
1501,127.0,",",",",O
1502,127.0,including,VBG,O
1503,127.0,the,DT,O
1504,127.0,leaves,NNS,O
1505,127.0,.,.,O
1506,128.0,Add,VB,U-Action
1507,128.0,beef,NN,B-Ingredient
1508,128.0,broth,NN,L-Ingredient
1509,128.0,and,CC,O
1510,128.0,celery,NN,U-Ingredient
1511,128.0,.,.,O
1512,129.0,Bring,VB,U-Action
1513,129.0,to,IN,O
1514,129.0,a,DT,O
1515,129.0,boil,NN,O
1516,129.0,.,.,O
1517,130.0,Reduce,VB,U-Action
1518,130.0,heat,NN,O
1519,130.0,and,CC,O
1520,130.0,simmer,VB,U-Action
1521,130.0,until,IN,O
1522,130.0,celery,NN,U-Ingredient
1523,130.0,is,VBZ,O
1524,130.0,tender,JJ,O
1525,130.0,.,.,O
1526,131.0,Add,VB,U-Action
1527,131.0,more,JJR,O
1528,131.0,soy,NN,B-Ingredient
1529,131.0,sauce,NN,L-Ingredient
1530,131.0,if,IN,O
1531,131.0,needed,VBN,O
1532,131.0,",",",",O
1533,131.0,to,TO,O
1534,131.0,taste,VB,O
1535,131.0,.,.,O
1536,132.0,Serve,VB,U-Action
1537,132.0,as,IN,O
1538,132.0,an,DT,O
1539,132.0,open,JJ,O
1540,132.0,face,NN,O
1541,132.0,sandwich,NN,O
1542,132.0,over,IN,O
1543,132.0,a,DT,O
1544,132.0,hamburger,NN,B-Ingredient
1545,132.0,bun,NN,L-Ingredient
1546,132.0,.,.,O
1547,133.0,Heat,VB,U-Action
1548,133.0,the,DT,O
1549,133.0,oil,NN,U-Ingredient
1550,133.0,or,CC,O
1551,133.0,margarine,NN,U-Ingredient
1552,133.0,in,IN,O
1553,133.0,a,DT,O
1554,133.0,soup,NN,B-Utensil
1555,133.0,pot,NN,L-Utensil
1556,133.0,and,CC,O
1557,133.0,add,VB,U-Action
1558,133.0,the,DT,O
1559,133.0,onion,NN,U-Ingredient
1560,133.0,and,CC,O
1561,133.0,garlic,NN,U-Ingredient
1562,133.0,.,.,O
1563,134.0,Saute,VB,U-Action
1564,134.0,over,IN,O
1565,134.0,medium,JJ,O
1566,134.0,heat,NN,O
1567,134.0,until,IN,O
1568,134.0,the,DT,O
1569,134.0,onion,NN,U-Ingredient
1570,134.0,is,VBZ,O
1571,134.0,golden,JJ,O
1572,134.0,",",",",O
1573,134.0,about,RB,O
1574,134.0,10,CD,O
1575,134.0,minutes,NNS,O
1576,134.0,.,.,O
1577,135.0,Add,VB,U-Action
1578,135.0,the,DT,O
1579,135.0,cauliflower,NN,U-Ingredient
1580,135.0,",",",",O
1581,135.0,potatoes,NNS,U-Ingredient
1582,135.0,",",",",O
1583,135.0,water,NN,U-Ingredient
1584,135.0,(,-LRB-,O
1585,135.0,with,IN,O
1586,135.0,vegetable,JJ,O
1587,135.0,bouillon,NN,B-Ingredient
1588,135.0,cubes,NNS,L-Ingredient
1589,135.0,already,RB,O
1590,135.0,mixed,VBN,O
1591,135.0,in,IN,O
1592,135.0,),-RRB-,O
1593,135.0,",",",",O
1594,135.0,and,CC,O
1595,135.0,seasonings,NNS,O
1596,135.0,.,.,O
1597,136.0,There,EX,O
1598,136.0,should,MD,O
1599,136.0,be,VB,O
1600,136.0,enough,JJ,O
1601,136.0,broth,NN,O
1602,136.0,to,TO,O
1603,136.0,cover,VB,O
1604,136.0,all,DT,O
1605,136.0,but,CC,O
1606,136.0,about,IN,O
1607,136.0,an,DT,O
1608,136.0,inch,NN,O
1609,136.0,of,IN,O
1610,136.0,the,DT,O
1611,136.0,veggies,NNS,O
1612,136.0,.,.,O
1613,137.0,Bring,VB,O
1614,137.0,to,IN,O
1615,137.0,a,DT,O
1616,137.0,simmer,NN,O
1617,137.0,",",",",O
1618,137.0,then,RB,O
1619,137.0,simmer,VB,O
1620,137.0,gently,RB,O
1621,137.0,covered,VBN,O
1622,137.0,until,IN,O
1623,137.0,the,DT,O
1624,137.0,veggies,NNS,O
1625,137.0,are,VBP,O
1626,137.0,tender,JJ,O
1627,137.0,",",",",O
1628,137.0,about,RB,O
1629,137.0,25,CD,O
1630,137.0,minutes,NNS,O
1631,137.0,.,.,O
1632,138.0,Remove,VB,U-Action
1633,138.0,from,IN,O
1634,138.0,the,DT,O
1635,138.0,heat,NN,O
1636,138.0,Transfer,VB,U-Action
1637,138.0,the,DT,O
1638,138.0,vegetables,NNS,O
1639,138.0,from,IN,O
1640,138.0,the,DT,O
1641,138.0,soup,NN,B-Utensil
1642,138.0,pot,NN,L-Utensil
1643,138.0,to,IN,O
1644,138.0,a,DT,O
1645,138.0,food,NN,B-Utensil
1646,138.0,processor,NN,L-Utensil
1647,138.0,or,CC,O
1648,138.0,blender,NN,U-Utensil
1649,138.0,and,CC,O
1650,138.0,puree,NN,U-Action
1651,138.0,in,IN,O
1652,138.0,batches,NNS,O
1653,138.0,until,IN,O
1654,138.0,smooth,JJ,O
1655,138.0,.,.,O
1656,139.0,Puree,VB,U-Action
1657,139.0,about,IN,O
1658,139.0,half,NN,O
1659,139.0,of,IN,O
1660,139.0,the,DT,O
1661,139.0,beans,NNS,U-Ingredient
1662,139.0,with,IN,O
1663,139.0,each,DT,O
1664,139.0,of,IN,O
1665,139.0,the,DT,O
1666,139.0,two,CD,O
1667,139.0,batches,NNS,O
1668,139.0,of,IN,O
1669,139.0,vegetables,NNS,O
1670,139.0,.,.,O
1671,140.0,Transfer,VB,U-Action
1672,140.0,the,DT,O
1673,140.0,puree,NN,O
1674,140.0,back,RB,O
1675,140.0,into,IN,O
1676,140.0,the,DT,O
1677,140.0,soup,NN,B-Utensil
1678,140.0,pot,NN,L-Utensil
1679,140.0,",",",",O
1680,140.0,stirring,VBG,U-Action
1681,140.0,it,PRP,O
1682,140.0,back,RB,O
1683,140.0,into,IN,O
1684,140.0,whatever,WDT,O
1685,140.0,liquid,NN,O
1686,140.0,remained,VBD,O
1687,140.0,.,.,O
1688,141.0,Let,VB,O
1689,141.0,the,DT,O
1690,141.0,soup,NN,O
1691,141.0,stand,NN,O
1692,141.0,for,IN,O
1693,141.0,1,CD,O
1694,141.0,-,SYM,O
1695,141.0,2,CD,O
1696,141.0,hours,NNS,O
1697,141.0,before,IN,O
1698,141.0,serving,VBG,U-Action
1699,141.0,",",",",O
1700,141.0,then,RB,O
1701,141.0,heat,VB,U-Action
1702,141.0,through,RP,O
1703,141.0,as,IN,O
1704,141.0,needed,VBN,O
1705,141.0,.,.,O
1706,142.0,Ladle,VB,U-Action
1707,142.0,into,IN,O
1708,142.0,soup,NN,B-Utensil
1709,142.0,bowls,NNS,L-Utensil
1710,142.0,and,CC,O
1711,142.0,garnish,VB,U-Action
1712,142.0,the,DT,O
1713,142.0,tops,NNS,O
1714,142.0,with,IN,O
1715,142.0,2,CD,O
1716,142.0,-,SYM,O
1717,142.0,3,CD,O
1718,142.0,garnishes,NNS,O
1719,142.0,.,.,O
1720,143.0,Bring,VB,U-Action
1721,143.0,water,NN,U-Ingredient
1722,143.0,and,CC,O
1723,143.0,salt,NN,U-Ingredient
1724,143.0,to,IN,O
1725,143.0,a,DT,O
1726,143.0,boil,NN,U-Action
1727,143.0,;,:,O
1728,143.0,cut,VB,U-Action
1729,143.0,the,DT,O
1730,143.0,potatoes,NNS,U-Ingredient
1731,143.0,in,IN,O
1732,143.0,half,NN,O
1733,143.0,lengthwise,RB,O
1734,143.0,",",",",O
1735,143.0,and,CC,O
1736,143.0,then,RB,O
1737,143.0,into,IN,O
1738,143.0,1/2,CD,O
1739,143.0,"""",``,O
1740,143.0,thick,JJ,O
1741,143.0,slices,NNS,O
1742,143.0,;,:,O
1743,143.0,boil,VB,U-Action
1744,143.0,over,IN,O
1745,143.0,medium,JJ,O
1746,143.0,-,HYPH,O
1747,143.0,high,JJ,O
1748,143.0,heat,NN,O
1749,143.0,for,IN,O
1750,143.0,twenty,CD,O
1751,143.0,minutes,NNS,O
1752,143.0,.,.,O
1753,144.0,Add,VB,U-Action
1754,144.0,the,DT,O
1755,144.0,spinach,NN,U-Ingredient
1756,144.0,and,CC,O
1757,144.0,boil,VB,U-Action
1758,144.0,another,DT,O
1759,144.0,10,CD,O
1760,144.0,minutes,NNS,O
1761,144.0,being,VBG,O
1762,144.0,careful,JJ,O
1763,144.0,to,TO,O
1764,144.0,not,RB,O
1765,144.0,overcook,VB,U-Action
1766,144.0,in,IN,O
1767,144.0,order,NN,O
1768,144.0,to,TO,O
1769,144.0,maintain,VB,O
1770,144.0,it,PRP,O
1771,144.0,'s,VBZ,O
1772,144.0,bright,JJ,O
1773,144.0,green,JJ,O
1774,144.0,color,NN,O
1775,144.0,.,.,O
1776,145.0,Drain,NN,U-Action
1777,145.0,",",",",O
1778,145.0,reserving,VBG,O
1779,145.0,1,CD,O
1780,145.0,1/4,CD,O
1781,145.0,cups,NNS,O
1782,145.0,cooking,VBG,O
1783,145.0,liquid,NN,O
1784,145.0,;,:,O
1785,145.0,in,IN,O
1786,145.0,a,DT,O
1787,145.0,food,NN,B-Utensil
1788,145.0,processor,NN,L-Utensil
1789,145.0,",",",",O
1790,145.0,process,VB,U-Action
1791,145.0,the,DT,O
